,original,paraphrase
38,"Pred dvema letoma je Televizija Slovenija začela sodelovati s skupino Euroregio, kjer snemajo filme in pripravljajo oddaje o dediščini. Posebej za Euroregio je posnela kratek dokumentarni film Milivoja Mikija Roša Luščenje Olorisa ali poznobronasta naselbina na skrajnem robu Slovenije. Oddaja je nastala v sodelovanju s Pokrajinskim muzejem v Murski Soboti. Oloris je holmec v vasi Dolnji Lakoš ob slovensko-madžarski meji. Tam so živeli popolnoma neznani prednamci. Arheologinji Ireni Šavel je uspelo izbrskati iz tal že veliko informacij o naselbini, za snemanje televizijskega filma pa so razvozlali še nekaj skrivnosti. Oloris je požel navdušen sprejem strokovnjakov združenja Euroregio in dobil povabila na festivale. Projekt je sodeloval na Archeofilmfestu v Forliju v Italiji, zanj se zanimajo organizatorji mednarodnega festivala Cinema Archeologico iz Roventa, na predselekciji v Parizu so ga izbrali za 13. festival Image et Science, kjer se bo potegoval za nagrado Tour Eiffel. (ma)","TV Slovenija je pred dvema letoma začela sodelovati s skupino Euroregio, kjer snemajo filme in pripravljajo programe o dediščini. Še posebej za Euroregio je posnela kratki dokumentarni film Mikija Roša Sludge Olorisa ali pozno bronasto naselje na skrajnem robu Slovenije. Oddaja je bila posneta v sodelovanju z Pokrajinskim muzejem v Murski Soboti. Oloris je bil v vasi Dolnji Lakoš ob slovensko-madžarski meji. Tam so živeli popolnoma neznani predniki. Arheologinji Ireni Šavel je uspelo iz tal pridobiti veliko informacij o naselju in rešiti nekaj skrivnosti za snemanje televizijskega filma. Oloris je bil navdušen sprejem strokovnjakov združenja Euroregio in je bil povabljen na festival Arfilmi, kjer so bili organizatorji 13. mednarodnega filmskega festivala Artmifel v Parizu."
39,DARINKA KLADNIK,Deviški mojster.
40,"Prejšni teden se je z večerom Oranžnega ciklusa začela abonmajska sezona Slovenske filharmonije - programsko za naše razmere kar podjetno, izvedbeno pa še bolj. Petkov koncert je ponujal novo partituro Alda Kumarja, Šostakovičev Violinski koncert in Peto simfonijo Sergeja Prokofjeva. Kumar je dal svoji skladbi naslov Suita devetih pogledov (mišljene so strani neba). Pogledi se zgodijo nekako tako, kot bi jih določila nepredvidljiva igla kompasa muzikantskih nagnjenj. Kumar je tudi tokrat zvest samemu sebi, silovito zaupa prvi tonski ideji, ki se v trenutku spontano zgosti in zaokroži. Skladateljevi pogledi zaživijo samozavestno in s kar objestno slogovno neskrbnostjo, dirigent Marko Letonja se je v noviteti zlahka znašel in poskrbel za učinkovito predstavitev še enega uspelega Kumarjevega dela.","Pretekli teden se je z večerom Orange Cycle začela sezona Slovenske filharmonije - program za naše razmere precej ambiciozen, a tudi bolj operativen. Petkov koncert je vključeval novo partituro Alda Kumarja, Šostakovičev Violinski koncert in Peto simfonijo Sergeja Prokofjeva. Kumar je svoji kompoziciji dal naslov Suita devetih pogledov (miška je strani neba). Pogledi se pojavljajo nekako tako, kot da bi jih opredeljevala nepredvidljiva igla kompasa glasbenih nagnjenj. Kumar se znova močno zanese na prvo zvočno idejo, ki se v trenutku spontano zgosti in zaokroži. Skladateljevi pogledi zaživijo s samozavestjo in s precej objestnim slogom, novi dirigent Letomar pa se z lahkoto znajde v svojem delu."
41,Češko-slovenski stiki med svetovnima vojnama,Češko-slovenski stiki med svetovnima vojnama
42,"""Povabili so me fantje iz New Swing Quarteta, ki jih imam že za svoje mlajše brate. Enostavno uživam, ko pojem z njimi.""","""povabili so me fantje iz New Swing Quarteta, za katere menim, da so moji mlajši bratje, in preprosto uživam v petju z njimi."""
43,"""Povedal vam bom zgodbo. Leta 1976 sem bil skupaj z Mahalio Jackson v Berlinu, kjer smo nastopali na televiziji. Dan pred nastopom je Mahalio zadela srčna kap. Zdravniki so ji rekli, da lahko vsak čas umre in da ne prevzemajo odgovornosti zanjo. Kajti Mahalia je vztrajala, da želi nastopiti. Zdravnikom je rekla, naj pokličejo Clyda Wrighta. Ko sem govoril z njo, mi je rekla, naj zdravnikom povem tole: Če lahko umrem med petjem, si lepše smrti ne bi mogla izbrati. Reci jim, naj me pustijo peti.","""povedal vam bom zgodbo. leta 1976 sem bil v Berlinu z Mahalio Jackson, ko je nastopala na televiziji. dan pred oddajo je Mahalia doživela srčni napad. zdravniki so ji rekli, da lahko vsak čas umre in ne prevzame odgovornosti zanjo. Mahalia je vztrajala, da želi nastopiti. zdravnikom je rekla, naj pokličejo Clyda Wrighta. ko sem govoril z njo, mi je rekla, naj povem zdravnikom:"" če bi lahko umrl s petjem, ne bi mogel izbrati boljše smrti. ""naj mi pustijo peti."""
44,"Zdravnike sem poskušal prepričati, toda Mahalia je morala podpisati, da bo šla na oder na lastno odgovornost. Zdravniki so ji dali injekcijo in ji dovolili zapeti eno pesem. Toda Mahalia je zapela tri in nato odplesala z odra. Po tem dogodku je živela še štiri leta. In s pesmijo bi želel umreti tudi jaz.""","poskušal sem prepričati zdravnike, vendar je morala Mahalia podpisati, da je lahko šla na oder na lastno odgovornost. zdravniki so ji dali injekcijo in ji dovolili, da zapoje eno pesem. toda Mahalia je zapela tri pesmi in nato odplesala z odra."
45,Raj za radovedneže,Raj za radovedneže
46,Predstavitev na festivalu slovenske znanosti,Predstavitev na Slovenskem festivalu znanosti
47,80,80 ali več
48,TANJA BRICELJ,- Britanski
49,"Gradaščica z Malim grabnom vred poplavno ogroža okoli 425 hektarov urbanih in okoli 830 hektarov drugih zemljišč. Skoraj vse urbane površine so na južnem delu mesta med Kozarjami in izlivom Malega grabna na Špici. Ob Malem grabnu so gosto pozidana urbana območja, ki so poplavno ogrožena že pri 10- ali 15-letnih visokih vodah. Obstaja tudi nevarnost preplavitve avtoceste pri Agrariji (vrtnariji) ter dela Murgel in Sibirije.","Skoraj vsa urbana območja se nahajajo v južnem delu mesta med Kozarjem in izlivom Malega grabna na Špici. Vzdolž Malega grabna so gosto pozidana urbana območja, ki so nagnjena k poplavam na 10 ali 15 let visokih vodah. Obstaja tudi nevarnost poplavljanja avtoceste pri Agrariji (vrtni vrt) in delih Murgla in Sibirije."
50,DARINKA KLADNIK,Deviški mojster.
51,Naknadno premišljevanje o že začetem asfaltiranju odseka ceste v Pekel,Naknadna obravnava že speljanega odseka asfaltne ceste v Peklu
52,Občutki in številke,Občutki in številke
53,DUŠA P. PODBEVŠEK,- Duhovni papež
54,"Liberalna demokracija Slovenije (LDS) je nastala spomladi 1994, ko so se na Bledu združile štiri stranke: Liberalnodemokratska stranka, Demokrati, Zeleni - Ekološko socialna stranka in Socialistična stranka Slovenije.","Liberalna demokracija Slovenije (LDS) je nastala spomladi leta 1994, ko so se na Bledu združile štiri stranke: Liberalno-demokratska stranka, Demokrati, Zeleni - Ekološko-socialna stranka in Socialistična stranka Slovenije."
55,"Z združitvijo je stranka v parlamentu dobila tretjino poslanskih sedežev (30), kot daleč najmočnejša parlamentarna stranka pa si je s tem tudi bistveno okrepila položaj v vladni koaliciji. Tudi spori med koalicijskimi strankami so bili v drugi polovici mandata močnejši in pogostejši, enega izmed razlogov za to pa lahko iščemo prav v okrepitvi LDS. Stranka je po združitvi preprosto vlagala manj energije v tripartitno koalicijsko usklajevanje, saj ji je zadoščalo, da se je o podpori določenemu projektu dogovorila z eno izmed koalicijskih partneric, s tem pa je projektu že zagotovila podporo vsaj relativne parlamentarne večine. Voditelji združenih strank so tudi pričakovali, da se bodo po združitvi glasovi volilcev posameznih strank preprosto sešteli, zaradi česar naj bi se bistveno povečal volilni delež združene stranke. Kasnejše javnomnenjske raziskave političnih ratingov strank teh pričakovanj niso potrdile, volitve '96 pa bodo prve državnozborske volitve, na katerih bo stranka lahko preverila učinek združitvene matematike. V zvezi z združitvijo velja omeniti še to, da je ta tudi po dveh letih v znotrajstrankarskem življenju marsikje (zlasti na lokalni ravni) ostala le na papirju, zato LDS pogosto deluje kot koalicija različnih lož, lobijev in frakcij.","S ponovno združitvijo je stranka dobila tretjino sedežev v parlamentu (30), kot daleč najmočnejša parlamentarna stranka pa je tudi bistveno okrepila svoj položaj v vladni koaliciji. Spori med koalicijskimi strankami so bili močnejši in pogostejši tudi v drugi polovici mandata. Eden od razlogov za to je krepitev LDS. Po združitvi je stranka preprosto vložila manj energije v tripartitno koalicijsko usklajevanje, saj je bilo dovolj, da se je o podpori za določen projekt dogovorila z enim od koalicijskih partnerjev, s čimer je že zagotovila podporo projektu vsaj s sorazmerno parlamentarno večino. Voditelji združenih strank so tudi pričakovali, da se bodo po združitvi glasovi volivcev posameznih strank preprosto sešteli, kar naj bi znatno povečalo delež glasov združene stranke. Naknadne javnomnenjske raziskave političnih ocen strank niso potrdile teh pričakovanj, volitve v letu '96 pa bodo prve parlamentarne volitve, na katerih bo stranka lahko preizkusila učinek matematike združitve. V zvezi z združitvijo je treba omeniti, da je tudi po dveh letih v medstrankarskem življenju na številnih mestih (zlasti na lokalni ravni) ostalo na papirju, zato LDS pogosto nastopa kot koalicija različnih lobijev."
56,"Razpis bo namenjen tudi tistim, ki imajo stanovanje najeto za nedoločen čas, zato bo njegov učinek tudi sprostitev določenega dela sedaj zasedenega stanovanjskega fonda, je dejala Nevenka Fajdiga, pomočnica direktorja stanovanjskega sklada. O razpisu bo upravni odbor sklada odločal 7. oktobra, predvidena višina razpisanih sredstev bo dve milijardi tolarjev, odplačilna doba največ 10 let ob 3-odstotni realni obrestni meri. (du)","Javni razpis bo namenjen tudi tistim, ki imajo najeto stanovanje za nedoločen čas, zato bo njegov učinek tudi sprostitev določenega dela zdaj zasedenega stanovanjskega sklada, je povedala Nevenka Fajdiga, pomočnica direktorja Stanovanjskega sklada. O razpisu bo odločal upravni odbor sklada 7. oktobra, predvidena višina sredstev bo znašala dve milijardi tolarjev, odplačilna doba do 10 let pa bo znašala 3% realne vrednosti."
57,Nacionalna varnost in varstvo okolja,Nacionalna varnost in varstvo okolja
58,Po dolgotrajnih pripravah na ustanovitev Študentske organizacije Slovenije se bodo študentje o sprejemu temeljnega akta odločali danes na ločenih sejah obeh parlamentov in v četrtek na skupni seji parlamentov ŠOU Maribor in Ljubljana.,"Po dolgotrajnih pripravah na ustanovitev Študentske organizacije Slovenije se bodo dijaki o sprejemu temeljnega akta odločali danes na ločenih sejah obeh parlamentov, v četrtek pa na skupni seji ŠOU v Mariboru in Ljubljani."
59,"Hudi frakcijski boji znotraj razklane in dezorientirane partije so omogočili Josipu Brozu (takrat še ni bil Tito, temveč ""Zagorec""), da je utrdil svoj položaj in se pripravil na prevzem vse jugoslovanske partije. Spoprijemi s frakcijami so vedno enodimenzionalni (obračun z eno stranjo) in vedno prikazani kot večdimenzionalni (""obračun z levimi in desnimi odkloni""). Tako je bilo v stari partiji, tako nenehno in zelo nazorno dela v sosednji hrvaški Tuđman: obračunava z golobi (""levim krilom"" ali kakor koli že) in sočasno žrtvuje kakšnega ""sokola"" ter tako sebe avtomatsko postavi v središče, kot sredinsko, zmerno najsprejemljivejšo pozicijo, ki modro pluje med Scilo in Karibdo... Sodeč po poročilih, je bilo tako tudi na kongresu naših krščanskih demokratov prejšnji vikend. A bolj kot to je bilo zaznati izjemno partijno, leninistično oblikovan besednjak spopada. Sploh se zdi, da so krščanski demokrati, ki edina od večjih strank med izpostavljenim članstvom nima omembe vrednega števila ""bivših komunistov"", pokazali izjemno učljivost in talent za vzpostavljanje partijske očiščevalne logike. Besednjak, v katerem uvodno citirani Boštjan Turk, ki se očitno prepoznava v zmagoviti frakciji, obračuna z odpadniki, lahko ugotovi, da so krščanski demokrati hitro nadoknadili manjkajoči uk nestrpnega ekskluzivizma strank ""demokratičnega centralizma"".","Ostri frakcionistični boji znotraj razdeljene in dezorientirane stranke so Josipu Brozu (takrat ni bil Tito, temveč Zagorec) omogočili, da je utrdil svoj položaj in se pripravil na prevzem celotne jugoslovanske stranke. Dejstvo je, da so soočenja s frakcijami vedno enodimenzionalna (enostranska) in vedno prikazana kot večdimenzionalna (""desno-levo soočenje""). Tako v stari partiji nenehno in zelo jasno deluje v sosednjih hrvaških poslih Tuđman: z golobi (""levo krilo"" ali karkoli že) in hkrati nekaj ""sokola"" in se tako samodejno postavi v središče kot zmerna, najbolj sprejemljiva pozicija, jadranje med modro, Scilo in zadnji vikend. Sodeč po kongresu naših krščanskih demokratov, je bilo tako tudi zadnji vikend. Zdi se, da so krščanski demokrati, ki so edina večja stranka med izpostavljenim članstvom, ki nima velikega števila ""nekdanjih komunistov "", pokazali izjemno inteligenco in talent za vzpostavitev strankarske logike čiščenja. Besednjak, v katerem se Boštjan Turk, ki je očitno prepoznan v zmagovalni frakciji, ukvarja z odpadniki, lahko ugotovi, da so krščanski demokrati hitro nadoknadili pomanjkanje izključnega nestrpnosti strank"" demokratičnega centralizma ""."
60,"No, tisto, kar je za obstranskega opazovalca najbolj zanimivo, pa je občutek (zmagovite linije), da po stranki vseskozi in vsevprek stegujejo prste. Občutek je kajpak paranoiden, a je hkrati pravilen. Ta stranka je s svojim ""ovrednotenim"" imenom abonirana na respektabilno količino volilnega telesa in tega dejstva nobena afera, zgodba o izdajstvu itd. doslej ni mogla razbiti. Zlasti neposredno po Depali vasi je Janša stranko občutno obral, a je ni mogel marginalizirati. In stranka, ki jo ime postavlja s središče političnega dogajanja, je bila resnično na nenehni preizkušnji ""Boga in hudiča"". Vsi so jo vabili, ji dvorili, jo celo usmerjali, imeli z njo dolgoročno velike načrte, a prav velike ljubezni ji ni izkazoval nihče. Še več, obnašali so se pokroviteljsko, kot da bi ji odrekali opravilno sposobnost. Tako se slovenska rimskokatoliška cerkev (RKC) postavlja v vlogo avtoritarnih staršev, ki veliko zahtevajo, a zelo malo dajejo. Vrh te dvojne morale slovenske RKC so bile lokalne volitve, ko je bilo z vrhov pritajeno, z nižjih ravni cerkvene hierarhije pa transparentno rečeno, da Cerkev ne podpira SKD kar tako na pamet, ampak le toliko, kolikor in če zastopa ""avtentične"" interese ""slovenske pomladi"". Neposredno pred lokalnimi volitvami smo navajali tudi primere, ko so posamezni Cerkveni možje opozarjali volilce, naj jih ne zavede ""pravo ime nepravih strank"" in tudi ne ""nepravo ime prave stranke"". RKC se krščanskodemokratski stranki nikakor ni odpovedala, le njenim sposobnostim ne zaupa. Verjame pač, da lahko krščanske vrednote in krščanski univerzum povrne v to deželo le poganska SDS. Hkrati pa so skušali krščanske demokrate iztrgati volkovom slovenske pomladi tudi liberalni demokrati oziroma levoliberalna opcija slovenske politike. Pač po enostavni, a očitno pravilni presoji, da so krščanski demokrati toliko zavezani potrebi po soodgovornosti, da bodo med drugovanjem s somišljeniki v opoziciji in odločanjem kljub klofutam v poziciji izbrali slednje. In so res. Takšno sodelovanje je naplavilo na površino nekakšno novo podobo krščanskega demokrata, ki je pragmatičen, realističen in zato antifundamentalističen, ki postavlja preteklost v zgodovino; skratka podobo, ki bi ustrezala pojavi sodobnih evropskih, ideološko neobremenjenih krščanskih demokratov, kakršen je Kohl. Torej krščanskega demokrata, ki sicer pogosteje kot liberalec hodi k maši, a ga v postelji vseeno lažje uspava štetje cekinov kot štetje angelčkov. Pred kratkim odpihnjeni Janko Deželak je gotovo bil najznačilnejši predstavnik te porajajoče se evropske krščanske demokracije. Ima vse tisto, česar Peterle, ki sicer zna kdaj pa kdaj izpeljati kakšen simpatično populistični manever, nima: je ideološko, s preteklostjo neobremenjeni Štajerec, zelo ""ljudskega"" videza, ki izhaja iz gospodarstva, zanima ga predvsem gospodarstvo in verjame, da krščanske vrednote ne utrjujejo nacionalne ekonomije, pač pa nasprotno, da stabilna nacionalna ekonomija pod kapo SKD odpira prostor za širjenje krščanskih vrednot. Skratka, z odpihnjenim Deželakom so zaigrali možnost, da sprofilirajo politično osebnost, ki bi se lahko ""naredila"" za krščanskodemokratski odgovor na liberalnega Drnovška (hiperpragmatični, ideološko neobremenjeni, univerzalni sprejemljivi ""gospodarstvenik"", ki je političnemu občutku slovenskega javnega mnenja pisan na kožo).","No, kaj je najbolj zanimivo za partizanskega opazovalca je občutek (zmaga vrstic), da je stranka nenehno in znova in znova. Občutek je paranoičen, seveda, vendar ob istem času pravilna. Ta stranka, s svojo ""potrjena"" ime, je bila pripisana ugleden znesek volivcev in ne afera, zgodba o izdaji, itd je uspelo, da bi prekinil to dejstvo doslej. Še posebej neposredno po Depala vas, Janša je raztrgal stranko precej, vendar ga ni mogel marginalizirati. In stranka, ki je ime postavlja v središču političnih dogodkov, je bil res na stalnem testu ""Bog in hudič"". Vsi so jo povabili, ji dvorili, jo celo usmerjali, za njo imeli velike dolgoročne načrte, vendar ji nihče ni pokazal velike ljubezni. Še več, bili so pokroviteljski, kot da ji odrekajo sposobnost, da to storijo. Tako se slovenska rimskokatoliška cerkev (RCC) postavlja v vlogo avtoritarnih staršev, ki veliko zahtevajo, a dajejo zelo malo. Na vrhu te dvojne morale slovenske RKC so bile lokalne volitve, ko je bila skrita vrhovom, in je iz nižjih nivojev cerkvene hierarhije razvidno, da Cerkev ne podpira SKD samo po srcu, ampak le v obsegu in če predstavlja ""avtentične"" interese ""strank, Takoj pred lokalnimi volitvami smo tudi moške opozorili, da se ne sme zavajati s pravim imenom stranke in ne z napačnim imenom ""stranke"". RKC nikakor ni opustila Krščansko demokratske stranke, le njene sposobnosti niso zaupane. Gre za to, da lahko samo poganska SDS ponovno vzpostavi krščanske vrednote in krščansko vesolje v tej državi. Hkrati so liberalni demokrati, ali levo-liberalna opcija slovenske politike, poskušali iztrgati krščanske demokrate iz volkov slovenske pomladi. Po preprosti, a očitno pravilni oceni so krščanski demokrati tako zavezani potrebi po soodgovornosti, da bodo kljub klofutam na položaju, v interakciji s svojimi somišljeniki v opoziciji in odločanju izbrali slednje. Takšno sodelovanje je na površje prineslo nekakšno novo podobo krščanskega demokrata, ki je pragmatičen, realističen in zato antifundamentalist, ki preteklost postavlja v zgodovino; skratka, podobo, ki bi ustrezala fenomenom sodobnih evropskih, ideološko neobremenjenih krščanskih demokratov, kakršen je Kohl. Nedavno razpuščeni Janko Deželak je bil zagotovo najpomembnejši predstavnik te nastajajoče evropske krščanske demokracije. Ima vse, česar Peterle, ki zna včasih tudi lepo manevrirati populistično, nima: ideološko je, neobremenjen s preteklostjo, štajerski, zelo ""populistični"" videz, ki prihaja iz gospodarstva, ga zanima predvsem gospodarstvo in da krščanske vrednote ne krepijo nacionalne ekonomije, pač pa v nasprotju s stabilnim širjenjem vrednot nacionalnega gospodarstva, ki ga SKD odpira za stabilno gospodarstvo. Skratka, z razstreljeno Državo so imeli priložnost vzpostaviti politično osebnost, ki bi lahko ""naredila"" krščansko-demokratičen odgovor na liberalnega Drnovška (hiperpragmatik, ideološko neobremenjen, univerzalno sprejemljiv ""ekonomist "", ki je popolnoma primeren za politični občutek slovenskega javnega mnenja)."
